id,provider,service_type,region,instance_type,usage_hours,cpu_cores,memory_gb,cost_per_hour,total_cost,cost_per_cpu,cost_per_gb,cost_per_hour_per_cpu,efficiency_score,memory_per_cpu,resource_intensity,is_high_memory,is_high_cpu,cluster,ml_prediction,model_type,model_r2_score,model_mae,model_oob_score,clustering_algorithm,n_clusters,provider_encoded,service_type_encoded,region_encoded,data_source,source_url,documentation_url,analysis_timestamp,analysis_date,analysis_time
38,AWS,Network,eu-west-1,t3.small,25.4372,2,2.0000,0.0120,0.3042,0.1521,0.1521,0.0060,0.0060,1.0000,4.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,3,3,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
39,AWS,AI/ML,us-east-1,t3.small,131.4021,2,2.0000,0.0624,8.1995,4.0997,4.0997,0.0312,0.0312,1.0000,4.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,0,8,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
40,AWS,AI/ML,us-west-2,t3.small,131.1722,2,2.0000,0.0686,9.0037,4.5018,4.5018,0.0343,0.0343,1.0000,4.0000,0,0,0,7.7078,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,0,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
41,AWS,Compute,us-east-1,t3.small,10.4334,2,2.0000,0.0208,0.2170,0.1085,0.1085,0.0104,0.0104,1.0000,4.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,8,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
43,AWS,Database,us-east-1,t3.small,23.5077,2,2.0000,0.0416,0.9779,0.4890,0.4890,0.0208,0.0208,1.0000,4.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,2,8,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
44,AWS,Storage,us-east-1,t3.small,267.9629,2,2.0000,0.0062,1.6721,0.8360,0.8360,0.0031,0.0031,1.0000,4.0000,0,0,2,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,4,8,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
45,AWS,Storage,us-west-2,t3.small,51.5244,2,2.0000,0.0069,0.3537,0.1768,0.1768,0.0034,0.0034,1.0000,4.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,4,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
46,AWS,Compute,us-east-1,t3.medium,187.0639,2,4.0000,0.0416,7.7819,3.8909,1.9455,0.0208,0.0208,2.0000,8.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,8,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
47,AWS,Network,eu-west-1,t3.medium,2.4216,2,4.0000,0.0239,0.0579,0.0290,0.0145,0.0120,0.0120,2.0000,8.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,3,3,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
48,AWS,Compute,us-west-2,t3.medium,173.6772,2,4.0000,0.0458,7.9475,3.9737,1.9869,0.0229,0.0229,2.0000,8.0000,0,0,0,7.2170,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
49,AWS,Network,eu-west-1,t3.medium,59.9628,2,4.0000,0.0239,1.4343,0.7172,0.3586,0.0120,0.0120,2.0000,8.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,3,3,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
50,AWS,Compute,us-west-2,t3.medium,142.6636,2,4.0000,0.0458,6.5283,3.2641,1.6321,0.0229,0.0229,2.0000,8.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
51,AWS,Compute,us-west-2,t3.medium,37.9645,2,4.0000,0.0458,1.7373,0.8686,0.4343,0.0229,0.0229,2.0000,8.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
53,AWS,Compute,us-east-1,t3.medium,59.7056,2,4.0000,0.0416,2.4838,1.2419,0.6209,0.0208,0.0208,2.0000,8.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,8,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
54,AWS,Compute,eu-west-1,t3.medium,254.4655,2,4.0000,0.0478,12.1736,6.0868,3.0434,0.0239,0.0239,2.0000,8.0000,0,0,2,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,3,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
55,AWS,Compute,eu-west-1,t3.medium,69.0154,2,4.0000,0.0478,3.3017,1.6508,0.8254,0.0239,0.0239,2.0000,8.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,3,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
56,AWS,Compute,eu-west-1,t3.medium,104.2919,2,4.0000,0.0478,4.9893,2.4947,1.2473,0.0239,0.0239,2.0000,8.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,1,3,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
57,AWS,Storage,us-west-2,t3.medium,17.1499,2,4.0000,0.0137,0.2354,0.1177,0.0589,0.0069,0.0069,2.0000,8.0000,0,0,0,,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,4,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
58,AWS,Network,us-west-2,t3.medium,197.6707,2,4.0000,0.0229,4.5227,2.2614,1.1307,0.0114,0.0114,2.0000,8.0000,0,0,0,4.8791,RandomForestRegressor,0.6825,6.2710,0.7073,KMeans,4,0,3,9,AWS Price List API,https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/index.json,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2025-08-28T11:25:38.414951,2025-08-28,11:25:38
